TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME
6753,intergrade,comter3,Common Tern (hirundo/tibetana x longipennis),Sterna hirundo hirundo/tibetana x longipennis
6754,hybrid,x00910,Common x Arctic Tern (hybrid),Sterna hirundo x paradisaea
6755,slash,y00727,Forster's/Common Tern,Sterna forsteri/hirundo
6756,slash,y00317,Common/Arctic Tern,Sterna hirundo/paradisaea
6757,species,whcter1,White-cheeked Tern,Sterna repressa
6758,species,blnter1,Black-naped Tern,Sterna sumatrana
6761,species,roster,Roseate Tern,Sterna dougallii
6767,hybrid,x00735,Common x Roseate Tern (hybrid),Sterna hirundo x dougallii
6768,species,whfter1,White-fronted Tern,Sterna striata
6772,species,blbter1,Black-bellied Tern,Sterna acuticauda
6773,slash,y01065,River/Black-bellied Tern,Sterna aurantia/acuticauda
6774,spuh,sterna,Sterna sp.,Sterna sp.
6775,species,santer1,Sandwich Tern,Thalasseus sandvicensis
6776,issf,santer4,Sandwich Tern (Eurasian),Thalasseus sandvicensis sandvicensis
6777,issf,santer2,Sandwich Tern (Cabot's),Thalasseus sandvicensis acuflavidus
6778,issf,santer3,Sandwich Tern (Cayenne),Thalasseus sandvicensis eurygnathus
6779,intergrade,santer5,Sandwich Tern (Cabot's x Cayenne),Thalasseus sandvicensis acuflavidus x eurygnathus
6780,species,eleter1,Elegant Tern,Thalasseus elegans
6781,hybrid,x00438,Sandwich x Elegant Tern (hybrid),Thalasseus sandvicensis x elegans
6782,slash,y01310,Sandwich/Elegant Tern,Thalasseus sandvicensis/elegans
6783,species,lecter2,Lesser Crested Tern,Thalasseus bengalensis
6787,hybrid,x01233,Sandwich x Lesser Crested Tern (hybrid),Thalasseus sandvicensis x bengalensis
6788,species,royter2,West African Crested Tern,Thalasseus albididorsalis
6789,species,royter1,Royal Tern,Thalasseus maximus
6790,slash,y00316,Elegant/Royal Tern,Thalasseus elegans/maximus
6791,slash,y00387,West African Crested/Royal Tern,Thalasseus albididorsalis/maximus
6792,species,grcter1,Great Crested Tern,Thalasseus bergii
6797,hybrid,x01040,Lesser x Great Crested Tern (hybrid),Thalasseus bengalensis x bergii
6798,slash,y01330,Lesser/Great Crested Tern,Thalasseus bengalensis/bergii
6799,species,chcter2,Chinese Crested Tern,Thalasseus bernsteini
6800,hybrid,x00848,Great x Chinese Crested Tern (hybrid),Thalasseus bergii x bernsteini
6801,spuh,thalas1,Thalasseus sp.,Thalasseus sp.
6802,spuh,larter1,large tern sp.,Hydroprogne/Thalasseus sp.
6803,spuh,tern1,tern sp.,Sterninae sp.
6804,spuh,y00728,gull/tern sp.,Laridae sp.
6806,species,chifla1,Chilean Flamingo,Phoenicopterus chilensis
6807,species,grefla2,American Flamingo,Phoenicopterus ruber
6810,hybrid,x01038,Chilean x American Flamingo (hybrid),Phoenicopterus chilensis x ruber
6811,species,grefla3,Greater Flamingo,Phoenicopterus roseus
6812,hybrid,x01039,Chilean x Greater Flamingo (hybrid),Phoenicopterus chilensis x roseus
6813,hybrid,x01185,American x Greater Flamingo (hybrid),Phoenicopterus ruber x roseus
6814,slash,grefla,American/Greater Flamingo,Phoenicopterus ruber/roseus
6815,species,lesfla1,Lesser Flamingo,Phoeniconaias minor
6816,slash,y00369,Greater/Lesser Flamingo,Phoenicopterus roseus/Phoeniconaias minor
6817,species,andfla2,Andean Flamingo,Phoenicoparrus andinus
6818,species,jamfla1,James's Flamingo,Phoenicoparrus jamesi
6819,spuh,flamin1,flamingo sp.,Phoenicopteridae sp.
6821,species,whtgre3,White-tufted Grebe,Rollandia rolland
6825,species,titgre1,Titicaca Grebe,Rollandia microptera
6826,species,alagre1,Alaotra Grebe,Tachybaptus rufolavatus
6827,species,litgre1,Little Grebe,Tachybaptus ruficollis
6828,issf,litgre3,Little Grebe (Little),Tachybaptus ruficollis [ruficollis Group]
6836,issf,litgre4,Little Grebe (Tricolored),Tachybaptus ruficollis [tricolor Group]
6840,species,ausgre1,Australasian Grebe,Tachybaptus novaehollandiae
6847,slash,y01382,Little/Australasian Grebe,Tachybaptus ruficollis/novaehollandiae
6848,species,madgre1,Madagascar Grebe,Tachybaptus pelzelnii
6849,species,leagre,Least Grebe,Tachybaptus dominicus
6855,species,pibgre,Pied-billed Grebe,Podilymbus podiceps
6859,species,atigre1,Atitlan Grebe,Podilymbus gigas
6860,species,hohgre1,Hoary-headed Grebe,Poliocephalus poliocephalus
6861,slash,y01019,Australasian/Hoary-headed Grebe,Tachybaptus novaehollandiae/Poliocephalus poliocephalus
6862,species,nezgre1,New Zealand Grebe,Poliocephalus rufopectus
6863,species,gregre1,Great Grebe,Podiceps major
6866,species,horgre,Horned Grebe,Podiceps auritus
6869,species,rengre,Red-necked Grebe,Podiceps grisegena
6872,species,grcgre1,Great Crested Grebe,Podiceps cristatus
6876,species,eargre,Eared Grebe,Podiceps nigricollis
6880,slash,y00229,Horned/Eared Grebe,Podiceps auritus/nigricollis
6881,species,colgre1,Colombian Grebe,Podiceps andinus
6882,species,silgre1,Silvery Grebe,Podiceps occipitalis
6883,issf,silgre3,Silvery Grebe (Andean),Podiceps occipitalis juninensis
6884,issf,silgre2,Silvery Grebe (Patagonian),Podiceps occipitalis occipitalis
6885,species,jungre1,Junin Grebe,Podiceps taczanowskii
6886,species,hoogre1,Hooded Grebe,Podiceps gallardoi
6887,spuh,podice1,Podiceps sp.,Podiceps sp.
6888,species,wesgre,Western Grebe,Aechmophorus occidentalis
6891,species,clagre,Clark's Grebe,Aechmophorus clarkii
6894,hybrid,x00427,Western x Clark's Grebe (hybrid),Aechmophorus occidentalis x clarkii
6895,slash,y00012,Western/Clark's Grebe,Aechmophorus occidentalis/clarkii
6896,spuh,grebe1,grebe sp.,Podicipedidae sp.
6898,species,hoatzi1,Hoatzin,Opisthocomus hoazin
6900,species,kagu1,Kagu,Rhynochetos jubatus
6902,species,sunbit1,Sunbittern,Eurypyga helias
6903,issf,sunbit5,Sunbittern (Northern),Eurypyga helias major/meridionalis
6906,issf,sunbit4,Sunbittern (Amazonian),Eurypyga helias helias
6908,species,whttro,White-tailed Tropicbird,Phaethon lepturus
6909,issf,whttro7,White-tailed Tropicbird (Indian Ocean),Phaethon lepturus lepturus
6910,issf,whttro4,White-tailed Tropicbird (Golden),Phaethon lepturus fulvus
6911,issf,whttro6,White-tailed Tropicbird (Europa I.),Phaethon lepturus europae
6912,issf,whttro2,White-tailed Tropicbird (Atlantic),Phaethon lepturus catesbyi
6913,issf,whttro3,White-tailed Tropicbird (Pacific),Phaethon lepturus dorotheae
6914,issf,whttro5,White-tailed Tropicbird (Ascension),Phaethon lepturus ascensionis
6915,species,rebtro,Red-billed Tropicbird,Phaethon aethereus
6919,species,rettro,Red-tailed Tropicbird,Phaethon rubricauda
6924,slash,y00473,Red-billed/Red-tailed Tropicbird,Phaethon aethereus/rubricauda
6925,spuh,tropic1,tropicbird sp.,Phaethon sp.
6927,species,retloo,Red-throated Loon,Gavia stellata
6928,species,arcloo,Arctic Loon,Gavia arctica
6931,species,pacloo,Pacific Loon,Gavia pacifica
6932,slash,y00219,Arctic/Pacific Loon,Gavia arctica/pacifica
6933,species,comloo,Common Loon,Gavia immer
6934,species,yebloo,Yellow-billed Loon,Gavia adamsii
6935,hybrid,x01146,Common x Yellow-billed Loon (hybrid),Gavia immer x adamsii
6936,slash,y00220,Common/Yellow-billed Loon,Gavia immer/adamsii
6937,spuh,loon,loon sp.,Gavia sp.
6939,species,kinpen1,King Penguin,Aptenodytes patagonicus
6940,species,emppen1,Emperor Penguin,Aptenodytes forsteri
6941,species,adepen1,Adelie Penguin,Pygoscelis adeliae
6942,species,genpen1,Gentoo Penguin,Pygoscelis papua
6947,species,chipen2,Chinstrap Penguin,Pygoscelis antarcticus
6948,species,yeepen1,Yellow-eyed Penguin,Megadyptes antipodes
6949,species,litpen1,Little Penguin,Eudyptula minor
6956,species,jacpen1,African Penguin,Spheniscus demersus
6957,species,humpen1,Humboldt Penguin,Spheniscus humboldti
6958,species,galpen1,Galapagos Penguin,Spheniscus mendiculus
6959,species,magpen1,Magellanic Penguin,Spheniscus magellanicus
6960,hybrid,x01082,Humboldt x Magellanic Penguin (hybrid),Spheniscus humboldti x magellanicus
6961,species,fiopen1,Fiordland Penguin,Eudyptes pachyrhynchus
6962,species,bicpen1,Erect-crested Penguin,Eudyptes sclateri
6963,species,macpen1,Macaroni Penguin,Eudyptes chrysolophus
6964,species,roypen1,Royal Penguin,Eudyptes schlegeli
6965,species,rocpen2,Western Rockhopper Penguin,Eudyptes chrysocome
6966,species,rocpen3,Eastern Rockhopper Penguin,Eudyptes filholi
